scenario,controller,seed,RT,RT_norm,Overshoot,RI,NDR,ControlEffort,PerfMean,PerfStd,StabilityPost,Retention,AdaptSpeed,MemStability
adversarial_coupling,perf_optimized,8,100.0,1.0,0.4,1.4812500000000002,0.9748427672955975,0.7000000000000018,0.8669242867744057,0.04562135250263083,0.04562135250263083,0.9655479941105382,0.0,0.9033927678548629
adversarial_coupling,perf_optimized,9,100.0,1.0,0.4,1.4812500000000002,0.9748427672955975,0.7000000000000018,0.8672810003176401,0.045483925069102954,0.045483925069102954,0.9650359816172179,0.0,0.9025639131916174
adversarial_coupling,perf_optimized,10,100.0,1.0,0.4,1.4812500000000002,0.9748427672955975,0.7000000000000018,0.8663255157040834,0.04513061587498569,0.04513061587498569,0.9674341101005148,0.0,0.9050881234794979
adversarial_coupling,perf_optimized,11,100.0,1.0,0.4,1.4812500000000002,0.9685534591194969,0.7000000000000018,0.8663886746088547,0.0454299249032127,0.0454299249032127,0.966495924883388,0.0,0.905565612696401
adversarial_coupling,perf_optimized,12,100.0,1.0,0.4,1.4812500000000002,0.9748427672955975,0.7000000000000018,0.8669497420647232,0.04603043766873912,0.04603043766873912,0.9655255919370891,0.0,0.9033844432852987
adversarial_coupling,perf_optimized,13,100.0,1.0,0.4,1.4812500000000002,0.9685534591194969,0.7000000000000018,0.8666060773548349,0.04567016003187358,0.04567016003187358,0.9665581396762649,0.0,0.9034784143396075
adversarial_coupling,perf_optimized,14,100.0,1.0,0.4,1.4812500000000002,0.9685534591194969,0.7000000000000018,0.8665696369095709,0.044897689650647124,0.044897689650647124,0.9665970794030403,0.0,0.9046116470997129
adversarial_coupling,perf_optimized,15,100.0,1.0,0.4,1.4812500000000002,0.9685534591194969,0.7000000000000018,0.865992356341256,0.04517935521324102,0.04517935521324102,0.9683150184770216,0.0,0.9059026074691459
adversarial_coupling,perf_optimized,16,100.0,1.0,0.4,1.4812500000000002,0.9748427672955975,0.7000000000000018,0.8670402890616715,0.0455731028330316,0.0455731028330316,0.9655196180344934,0.0,0.9025846657461232
adversarial_coupling,perf_optimized,17,100.0,1.0,0.4,1.4812500000000002,0.9685534591194969,0.7000000000000018,0.8656934927623473,0.04545757704064492,0.04545757704064492,0.9685167834591857,0.0,0.9070583706189775
adversarial_coupling,perf_optimized,18,100.0,1.0,0.4,1.4812500000000002,0.9748427672955975,0.7000000000000018,0.8669445534580227,0.04540487177207664,0.04540487177207664,0.9665183924546914,0.0,0.9018386052335252
adversarial_coupling,perf_optimized,19,100.0,1.0,0.4,1.4812500000000002,0.9748427672955975,0.7000000000000018,0.8665873324083784,0.046088548572082264,0.046088548572082264,0.9653643164368203,0.0,0.9060254935402672
adversarial_coupling,perf_optimized,20,100.0,1.0,0.4,1.4812500000000002,0.9685534591194969,0.7000000000000018,0.8657469998195115,0.04548876307840144,0.04548876307840144,0.9671648200326214,0.0,0.9094671610811121
